country_pair_cat,year,ln_fdi_instock,l_ln_origin_gdp_pc,l_ln_host_gdp_pc,l_ln_origin_pop,l_ln_host_pop,log_dist,l_origin_social_protect_gdp,l_host_social_protect_gdp
DNK_CZE,2010,0.40757498,9.890483,10.971009,16.161531,15.524449,6.448638,13.12105178,24.27312947
DNK_CZE,2011,0.6010568,9.893845,10.968912,16.164446,15.528891,6.448638,13.21894659,24.8365201
DNK_CZE,2012,0.7750737,9.985871,11.030909,16.166513,15.533009,6.448638,13.20484263,24.69269363
DNK_DEU,2004,4.2507505,10.32088,10.608039,18.228724,15.500162,6.389995,21.00455839,23.7372377
DNK_DEU,2005,4.206922,10.438984,10.747457,18.228506,15.502747,6.389995,20.6376232,23.44751202
DNK_DEU,2006,4.244231,10.454397,10.795482,18.227938,15.505502,6.389995,20.63015568,22.73927274
DNK_DEU,2007,4.5771475,10.503638,10.859518,18.22681,15.508788,6.389995,19.81974303,21.66823202
DNK_DEU,2008,4.5522957,10.641006,10.976561,18.225473,15.513223,6.389995,18.74201724,21.46279774
DNK_DEU,2009,4.6568513,10.729836,11.071658,18.223572,15.519098,6.389995,18.64599842,21.59847236
DNK_DEU,2010,4.6524925,10.63904,10.971009,18.221037,15.524449,6.389995,20.56534216,24.27312947
DNK_DEU,2011,4.6264086,10.640306,10.968912,18.219505,15.528891,6.389995,19.9060487,24.8365201
DNK_DEU,2012,4.6305265,10.7538595,11.030909,18.200968,15.533009,6.389995,18.79846252,24.69269363
DNK_ESP,2004,2.8608692,9.975609,10.608039,17.557638,15.500162,7.6377053,12.74132764,23.7372377
DNK_ESP,2005,2.1652863,10.123372,10.747457,17.574892,15.502747,7.6377053,12.8069931,23.44751202
DNK_ESP,2006,2.6148932,10.185305,10.795482,17.591785,15.505502,7.6377053,12.72569597,22.73927274
DNK_ESP,2007,3.1215303,10.257049,10.859518,17.60869,15.508788,7.6377053,12.69725211,21.66823202
DNK_ESP,2008,2.6595333,10.395418,10.976561,17.627201,15.513223,7.6377053,12.84373621,21.46279774
DNK_ESP,2009,2.657759,10.47952,11.071658,17.643154,15.519098,7.6377053,13.77849448,21.59847236
DNK_ESP,2010,2.4870164,10.383875,10.971009,17.652012,15.524449,7.6377053,16.01794909,24.27312947
DNK_ESP,2011,2.546967,10.33321,10.968912,17.656614,15.528891,7.6377053,16.58628872,24.8365201
DNK_ESP,2012,2.6846163,10.368331,11.030909,17.660168,15.533009,7.6377053,16.8241551,24.69269363
DNK_EST,2007,-0.10729587,9.441088,10.859518,14.11325,15.508788,6.728964,9.324264461,21.66823202
DNK_EST,2008,-0.18827893,9.716339,10.976561,14.108687,15.513223,6.728964,9.256819972,21.46279774
DNK_EST,2009,-0.17545448,9.803366,11.071658,14.106007,15.519098,6.728964,11.4831325,21.59847236
DNK_EST,2010,-0.5732543,9.597391,10.971009,14.104078,15.524449,6.728964,15.42571466,24.27312947
DNK_EST,2011,-0.3152339,9.591417,10.968912,14.101798,15.528891,6.728964,14.24655524,24.8365201
DNK_EST,2012,-0.10039502,9.767372,11.030909,14.0987625,15.533009,6.728964,12.60707131,24.69269363
DNK_FIN,2004,3.3053477,10.398676,10.608039,15.466669,15.500162,6.7851777,20.39665103,23.7372377
DNK_FIN,2005,2.7912686,10.535719,10.747457,15.469572,15.502747,6.7851777,20.36888634,23.44751202
DNK_FIN,2006,3.0749257,10.570526,10.795482,15.472995,15.505502,6.7851777,20.2102356,22.73927274
DNK_FIN,2007,3.188541,10.624267,10.859518,15.476832,15.508788,6.7851777,19.76548831,21.66823202
DNK_FIN,2008,3.1167746,10.784949,10.976561,15.481087,15.513223,6.7851777,19.15169575,21.46279774
DNK_FIN,2009,3.2422721,10.885591,11.071658,15.485743,15.519098,6.7851777,19.41035873,21.59847236
DNK_FIN,2010,3.098818,10.76018,10.971009,15.490524,15.524449,6.7851777,22.68586801,24.27312947
DNK_FIN,2011,3.0859635,10.7407875,10.968912,15.4951,15.528891,6.7851777,22.8059861,24.8365201
DNK_FIN,2012,3.3900335,10.835469,11.030909,15.499735,15.533009,6.7851777,22.65415073,24.69269363
DNK_FRA,2004,3.4940531,10.294461,10.608039,17.946587,15.500162,6.93499,21.28234721,23.7372377
DNK_FRA,2005,4.507146,10.4264765,10.747457,17.95395,15.502747,6.93499,21.24219272,23.44751202
DNK_FRA,2006,3.3754325,10.456228,10.795482,17.961489,15.505502,6.93499,21.33410348,22.73927274
DNK_FRA,2007,3.665465,10.503522,10.859518,17.96846,15.508788,6.93499,21.59195867,21.66823202
DNK_FRA,2008,3.7629647,10.633652,10.976561,17.974648,15.513223,6.93499,21.66630609,21.46279774
DNK_FRA,2009,3.858786,10.721815,11.071658,17.980236,15.519098,6.93499,21.84733836,21.59847236
DNK_FRA,2010,4.1452446,10.635264,10.971009,17.98538,15.524449,6.93499,23.70500852,24.27312947
DNK_FRA,2011,3.992204,10.612467,10.968912,17.99032,15.528891,6.93499,23.67431485,24.8365201
DNK_FRA,2012,3.608287,10.687178,11.030909,17.995157,15.533009,6.93499,23.69992941,24.69269363
DNK_GBR,2004,5.060515,10.441883,10.608039,17.903965,15.500162,6.86651,14.39856468,23.7372377
DNK_GBR,2005,4.778156,10.598341,10.747457,17.909653,15.502747,6.86651,14.68510588,23.44751202
DNK_GBR,2006,4.9722075,10.640745,10.795482,17.91652,15.505502,6.86651,14.56364091,22.73927274
DNK_GBR,2007,5.0488815,10.6993475,10.859518,17.92387,15.508788,6.86651,14.19733379,21.66823202
DNK_GBR,2008,5.0198402,10.82563,10.976561,17.931656,15.513223,6.86651,14.26190541,21.46279774
DNK_GBR,2009,5.0609875,10.757596,11.071658,17.939528,15.519098,6.86651,14.87103398,21.59847236
DNK_GBR,2010,4.867719,10.557224,10.971009,17.94709,15.524449,6.86651,16.7649506,24.27312947
DNK_GBR,2011,4.8366117,10.573362,10.968912,17.95493,15.528891,6.86651,16.88218834,24.8365201
DNK_GBR,2012,4.8412476,10.637118,11.030909,17.962748,15.533009,6.86651,16.6773079,24.69269363
DNK_GRC,2007,1.5556828,10.118646,10.859518,16.215256,15.508788,7.6664724,15.12287595,21.66823202
DNK_GRC,2008,-1.8359381,10.269079,10.976561,16.217802,15.513223,7.6664724,15.71069426,21.46279774
DNK_HUN,2006,0.032591823,9.324203,10.795482,16.126764,15.505502,6.919664,16.5940466,22.73927274
DNK_HUN,2007,0.29816923,9.345554,10.859518,16.125208,15.508788,6.919664,17.25369621,21.66823202
DNK_HUN,2008,0.21718617,9.540184,10.976561,16.123657,15.513223,6.919664,17.22563371,21.46279774
DNK_HUN,2009,0.5176927,9.663943,11.071658,16.121906,15.519098,6.919664,17.40608738,21.59847236
DNK_HUN,2010,0.96719074,9.475,10.971009,16.120358,15.524449,6.919664,18.11952728,24.27312947
DNK_HUN,2011,1.3895142,9.479774,10.968912,16.118097,15.528891,6.919664,17.40301115,24.8365201
DNK_HUN,2012,1.8455151,9.555215,11.030909,16.115265,15.533009,6.919664,16.92267971,24.69269363
DNK_IDN,2011,-1.0083811,8.046346,10.968912,19.303762,15.528891,9.291153,0.130116504,24.8365201
DNK_IDN,2012,-1.0166857,8.200575,11.030909,19.317244,15.533009,9.291153,0.140598637,24.69269363
DNK_IRL,2007,3.1215303,10.902398,10.859518,15.267965,15.508788,7.123268,12.31335989,21.66823202
DNK_IRL,2008,2.0089457,11.024509,10.976561,15.296875,15.513223,7.123268,13.08713338,21.46279774
DNK_IRL,2009,2.2883987,11.022917,11.071658,15.317262,15.519098,7.123268,15.45493468,21.59847236
DNK_IRL,2010,1.9657196,10.861019,10.971009,15.327418,15.524449,7.123268,18.01906072,24.27312947
DNK_IRL,2011,2.6804984,10.793746,10.968912,15.332868,15.528891,7.123268,17.72877416,24.8365201
DNK_IRL,2012,3.077659,10.85609,11.030909,15.337228,15.533009,7.123268,16.19964876,24.69269363
DNK_IRN,2007,-0.80044305,8.235986,10.859518,18.0719,15.508788,8.209808,8.760329236,21.66823202
DNK_IRN,2008,0.03486462,8.497942,10.976561,18.082918,15.513223,8.209808,7.900413176,21.46279774
DNK_IRN,2009,0.047689073,8.635943,11.071658,18.093851,15.519098,8.209808,9.169424456,21.59847236
DNK_ISL,2007,3.6123552,10.945064,10.859518,12.624065,15.508788,7.655099,7.830543641,21.66823202
DNK_ISL,2008,3.4427066,11.142648,10.976561,12.649366,15.513223,7.655099,8.082049476,21.46279774
DNK_ISL,2009,3.082642,10.940397,11.071658,12.667962,15.519098,7.655099,8.376354118,21.59847236
DNK_ISL,2010,2.9628625,10.629427,10.971009,12.671374,15.524449,7.655099,10.40151587,24.27312947
DNK_ISL,2011,0.8634211,10.669535,10.968912,12.669935,15.528891,7.655099,10.28651938,24.8365201
DNK_ISL,2012,0.68806237,10.76884,11.030909,12.67299,15.533009,7.655099,10.79478661,24.69269363
DNK_ITA,2004,2.8514564,10.217832,10.608039,17.864042,15.500162,7.33569,17.25537118,23.7372377
DNK_ITA,2005,2.9141376,10.347358,10.747457,17.870514,15.502747,7.33569,17.28979544,23.44751202
DNK_ITA,2006,1.795667,10.372217,10.795482,17.875427,15.505502,7.33569,17.35882974,22.73927274
DNK_ITA,2007,2.1173277,10.416633,10.859518,17.878433,15.508788,7.33569,17.39468496,21.66823202
DNK_ITA,2008,2.1389987,10.537383,10.976561,17.883482,15.513223,7.33569,17.53495229,21.46279774
DNK_ITA,2009,2.3300714,10.612513,11.071658,17.890106,15.519098,7.33569,18.10799484,21.59847236
DNK_ITA,2010,1.8834815,10.518047,10.971009,17.894663,15.524449,7.33569,19.81482353,24.27312947
DNK_ITA,2011,2.1486194,10.487082,10.968912,17.89774,15.528891,7.33569,19.85822498,24.8365201
DNK_ITA,2012,1.9277532,10.554111,11.030909,17.899458,15.533009,7.33569,19.77946345,24.69269363
DNK_JPN,2008,0.6226513,10.470936,10.976561,18.66755,15.513223,9.07137,13.38959311,21.46279774
DNK_JPN,2009,1.0032005,10.579979,11.071658,18.668034,15.519098,9.07137,14.02792349,21.59847236
DNK_JPN,2010,0.72602874,10.617788,10.971009,18.667908,15.524449,9.07137,15.84652534,24.27312947
DNK_JPN,2011,4.2253976,10.703417,10.968912,18.668087,15.528891,9.07137,15.98554543,24.8365201
DNK_JPN,2012,4.1873207,10.78245,11.030909,18.666235,15.533009,9.07137,16.67997535,24.69269363
DNK_LTU,2007,0.99131644,9.131367,10.859518,15.000273,15.508788,6.7038145,9.769685039,21.66823202
DNK_LTU,2008,1.25864,9.417185,10.976561,14.988393,15.513223,6.7038145,10.73369696,21.46279774
DNK_LTU,2009,0.63547575,9.61324,11.071658,14.978108,15.519098,6.7038145,12.14293098,21.59847236
DNK_LTU,2010,0.6307185,9.379019,10.971009,14.967005,15.524449,6.7038145,16.41054695,24.27312947
DNK_LTU,2011,0.09023122,9.3914,10.968912,14.946035,15.528891,6.7038145,14.14610598,24.8365201
DNK_LTU,2012,0.3696086,9.572044,11.030909,14.92345,15.533009,6.7038145,12.42778167,24.69269363
DNK_LVA,2007,-1.4935902,9.176574,10.859518,14.612277,15.508788,6.5852337,8.874478492,21.66823202
DNK_LVA,2008,-0.8814261,9.549952,10.976561,14.6041155,15.513223,6.5852337,7.946127505,21.46279774
DNK_LVA,2009,-0.8686017,9.701894,11.071658,14.593606,15.519098,6.5852337,9.066316349,21.59847236
DNK_LVA,2010,-0.5732543,9.410778,10.971009,14.577096,15.524449,6.5852337,13.99828424,24.27312947
DNK_LVA,2011,-0.60291594,9.334876,10.968912,14.556283,15.528891,6.5852337,14.20881239,24.8365201
DNK_LVA,2012,-0.61122066,9.525348,11.030909,14.538075,15.533009,6.5852337,12.23946591,24.69269363
DNK_NLD,2004,4.701142,10.482127,10.608039,16.602083,15.500162,6.434505,15.63230046,23.7372377
DNK_NLD,2005,4.56988,10.605654,10.747457,16.605556,15.502747,6.434505,15.48803482,23.44751202
DNK_NLD,2006,4.845247,10.644926,10.795482,16.607893,15.505502,6.434505,15.06853542,22.73927274
DNK_NLD,2007,5.126483,10.711376,10.859518,16.6095,15.508788,6.434505,14.69123046,21.66823202
DNK_NLD,2008,5.347085,10.85386,10.976561,16.611675,15.513223,6.434505,14.41994929,21.46279774
DNK_NLD,2009,5.3072658,10.9620495,11.071658,16.615568,15.519098,6.434505,14.72733228,21.59847236
DNK_NLD,2010,5.0989227,10.868835,10.971009,16.62071,15.524449,6.434505,16.38206139,24.27312947
DNK_NLD,2011,5.0271006,10.838601,10.968912,16.62584,15.528891,6.434505,16.74674235,24.8365201
DNK_NLD,2012,5.259958,10.899686,11.030909,16.630505,15.533009,6.434505,16.74997963,24.69269363
DNK_NOR,2004,4.4224663,10.822009,10.608039,15.333898,15.500162,6.184798,17.95089321,23.7372377
DNK_NOR,2005,4.286794,10.960762,10.747457,15.339807,15.502747,6.184798,17.18542454,23.44751202
DNK_NOR,2006,4.326191,11.10909,10.795482,15.346618,15.505502,6.184798,15.96301751,22.73927274
DNK_NOR,2007,4.694674,11.213369,10.859518,15.3546715,15.508788,6.184798,15.138222,21.66823202
DNK_NOR,2008,4.4680595,11.352415,10.976561,15.365019,15.513223,6.184798,15.20276679,21.46279774
DNK_NOR,2009,4.52047,11.482548,11.071658,15.377482,15.519098,6.184798,14.97040395,21.59847236
DNK_NOR,2010,4.5447397,11.290621,10.971009,15.390093,15.524449,6.184798,17.57294141,24.27312947
DNK_NOR,2011,4.6887126,11.382478,10.968912,15.40255,15.528891,6.184798,17.38817977,24.8365201
DNK_NOR,2012,4.6073318,11.520013,11.030909,15.415522,15.533009,6.184798,17.17232632,24.69269363
DNK_NZL,2012,-0.61122066,10.556504,11.030909,15.293472,15.533009,9.811757,16.57072026,24.69269363
DNK_POL,2007,1.21446,9.109274,10.859518,17.456808,15.508788,6.505646,16.81267513,21.66823202
DNK_POL,2008,1.1334769,9.328607,10.976561,17.456264,15.513223,6.505646,15.59626832,21.46279774
DNK_POL,2009,1.1463014,9.546916,11.071658,17.4564,15.519098,6.505646,15.50250951,21.59847236
DNK_POL,2010,1.2725724,9.352499,10.971009,17.457079,15.524449,6.505646,16.10972972,24.27312947
DNK_POL,2011,1.3429942,9.441415,10.968912,17.454222,15.528891,6.505646,16.31995955,24.8365201
DNK_POL,2012,1.5090429,9.539177,11.030909,17.45476,15.533009,6.505646,15.50799678,24.69269363
DNK_PRT,2007,1.9721457,9.89452,10.859518,16.169006,15.508788,7.815397,15.00242468,21.66823202
DNK_PRT,2008,1.8911626,10.033641,10.976561,16.170969,15.513223,7.815397,14.76488507,21.46279774
DNK_PRT,2009,1.903987,10.119228,11.071658,16.172411,15.519098,7.815397,15.09827324,21.59847236
DNK_PRT,2010,-0.2855722,10.046027,10.971009,16.173365,15.524449,7.815397,17.04483717,24.27312947
DNK_PRT,2011,-0.3152339,10.022987,10.968912,16.173824,15.528891,7.815397,17.13996959,24.8365201
DNK_PRT,2012,-0.32353857,10.0517435,11.030909,16.172352,15.533009,7.815397,17.7478101,24.69269363
DNK_RUS,2011,1.3895142,9.27566,10.968912,18.777302,15.528891,7.356511,12.43516566,24.8365201
DNK_RUS,2012,1.901085,9.571589,11.030909,18.778082,15.533009,7.356511,11.1555976,24.69269363
DNK_SGP,2007,1.3967816,10.427303,10.859518,15.297425,15.508788,9.208185,1.171034982,21.66823202
DNK_SGP,2008,1.6443025,10.582356,10.976561,15.339086,15.513223,9.208185,0.554101791,21.46279774
DNK_SGP,2009,1.657127,10.596822,11.071658,15.392301,15.519098,9.208185,2.017057111,21.59847236
DNK_SGP,2010,2.112323,10.569448,10.971009,15.42246,15.524449,9.208185,2.132510059,24.27312947
DNK_SGP,2011,2.1902921,10.762932,10.968912,15.440178,15.528891,9.208185,1.121568328,24.8365201
DNK_SGP,2012,2.1613681,10.894709,11.030909,15.461027,15.533009,9.208185,1.565436577,24.69269363
DNK_SVK,2007,-0.39497796,9.483342,10.859518,15.496907,15.508788,6.7930074,12.99019594,21.66823202
DNK_SVK,2008,-0.8814261,9.683946,10.976561,15.497199,15.513223,6.7930074,13.17106766,21.46279774
DNK_SVK,2009,-0.8686017,9.833621,11.071658,15.498056,15.519098,6.7930074,12.59741341,21.59847236
DNK_SVK,2010,-0.5732543,9.711902,10.971009,15.499389,15.524449,6.7930074,15.08531934,24.27312947
DNK_SVK,2011,-0.60291594,9.717195,10.968912,15.50032,15.528891,6.7930074,15.26654365,24.8365201
DNK_SVK,2012,-0.32353857,9.808471,11.030909,15.50161,15.533009,6.7930074,14.74299137,24.69269363
DNK_SVN,2007,-0.80044305,9.889699,10.859518,14.512086,15.508788,6.98176,16.05300519,21.66823202
DNK_SVN,2008,-1.5745733,10.079175,10.976561,14.517678,15.513223,6.98176,15.23062305,21.46279774
DNK_SVN,2009,-1.5617489,10.222007,11.071658,14.519259,15.519098,6.98176,15.53271043,21.59847236
DNK_SVN,2010,-0.97871935,10.111875,10.971009,14.528298,15.524449,6.98176,17.4515155,24.27312947
DNK_SVN,2011,-0.60291594,10.062092,10.968912,14.532659,15.528891,6.98176,18.14216438,24.8365201
DNK_SVN,2012,-0.61122066,10.12604,11.030909,14.534737,15.533009,6.98176,18.65157211,24.69269363
DNK_SWE,2004,5.3850975,10.518906,10.608039,16.008083,15.500162,6.2610855,22.96174777,23.7372377
DNK_SWE,2005,5.4801793,10.65707,10.747457,16.012016,15.502747,6.2610855,22.5212336,23.44751202
DNK_SWE,2006,5.7622056,10.672084,10.795482,16.016016,15.505502,6.2610855,22.1310256,22.73927274
DNK_SWE,2007,5.982882,10.743167,10.859518,16.02164,15.508788,6.2610855,21.32402185,21.66823202
DNK_SWE,2008,5.922079,10.88534,10.976561,16.029057,15.513223,6.2610855,20.20410284,21.46279774
DNK_SWE,2009,5.9519606,10.92978,11.071658,16.036846,15.519098,6.2610855,20.09499124,21.59847236
DNK_SWE,2010,5.9517756,10.741952,10.971009,16.045364,15.524449,6.2610855,21.77375578,24.27312947
DNK_SWE,2011,5.820331,10.861552,10.968912,16.05389,15.528891,6.2610855,20.69178256,24.8365201
DNK_SWE,2012,5.8016915,10.996519,11.030909,16.061441,15.533009,6.2610855,20.03710418,24.69269363
DNK_TUR,2011,0.09023122,9.275415,10.968912,18.096708,15.528891,7.6100993,11.02193613,24.8365201
DNK_TUR,2012,0.23607722,9.335695,11.030909,18.112032,15.533009,7.6100993,10.67884102,24.69269363
DNK_UKR,2007,-1.4935902,7.7409997,10.859518,17.661133,15.508788,7.1918435,19.96333883,21.66823202
DNK_UKR,2008,3.0982556,8.028003,10.976561,17.655165,15.513223,7.1918435,18.48601205,21.46279774
DNK_UKR,2009,3.0533717,8.265455,11.071658,17.64975,15.519098,7.1918435,20.25704132,21.59847236
DNK_UKR,2010,-1.6718665,7.841099,10.971009,17.64531,15.524449,7.1918435,23.069195,24.27312947
DNK_UKR,2011,-1.7015283,7.9946804,10.968912,17.641336,15.528891,7.1918435,22.91390343,24.8365201
DNK_UKR,2012,-1.7098329,8.180253,11.030909,17.637743,15.533009,7.1918435,13.6170165,24.69269363
DNK_USA,2004,4.9821434,10.583967,10.608039,19.485764,15.500162,8.730996,7.095504113,23.7372377
DNK_USA,2005,4.978009,10.638563,10.747457,19.495018,15.502747,8.730996,6.869351488,23.44751202
DNK_USA,2006,4.826004,10.69455,10.795482,19.504236,15.505502,8.730996,6.781991505,22.73927274
DNK_USA,2007,5.027031,10.742869,10.859518,19.513878,15.508788,8.730996,6.707120727,21.66823202
DNK_USA,2008,4.8931255,10.778456,10.976561,19.523388,15.513223,8.730996,6.712153959,21.46279774
DNK_USA,2009,4.9259353,10.786895,11.071658,19.532846,15.519098,8.730996,7.732597241,21.59847236
DNK_USA,2010,4.8173385,10.760028,10.971009,19.541615,15.524449,8.730996,8.652186927,24.27312947
DNK_USA,2011,4.8707542,10.788635,10.968912,19.549906,15.528891,8.730996,9.009683132,24.8365201
DNK_USA,2012,4.8426747,10.817438,11.030909,19.557167,15.533009,8.730996,8.619429825,24.69269363
EGY_BEL,2012,1.8693119,10.773604,7.9344974,16.216879,18.252607,8.074784,18.9746958,11.15311183
EGY_CHE,2005,2.75481,10.884444,6.968854,15.815588,18.121899,7.9300795,13.11823211,6.638692966
EGY_CHE,2006,2.7461991,10.9142275,7.0796223,15.821994,18.139956,7.9300795,12.95402562,7.10095422
EGY_CHE,2007,2.7280266,10.960922,7.242934,15.828269,18.157675,7.9300795,12.24180243,12.9986833
EGY_CHE,2008,3.8002656,11.059665,7.4192867,15.837206,18.175192,7.9300795,11.74385063,10.94322044
EGY_CHE,2009,3.7202034,11.1911745,7.622922,15.849913,18.192978,7.9300795,11.25197574,12.65223467
EGY_CHE,2010,3.9066234,11.155213,7.753297,15.862407,18.211622,7.9300795,12.41128373,12.0768574
EGY_CHE,2011,3.633127,11.219973,7.8803573,15.872823,18.23147,7.9300795,12.39737421,10.58736321
EGY_CHE,2012,3.5117717,11.389804,7.9344974,15.883942,18.252607,7.9300795,12.25653634,11.15311183
EGY_CHN,2008,1.3151823,7.8987713,7.4192867,20.999294,18.175192,8.929491,4.135380177,10.94322044
EGY_CHN,2009,1.9840214,8.151422,7.622922,21.004417,18.192978,8.929491,4.630288313,12.65223467
EGY_CHN,2010,2.0542572,8.251204,7.753297,21.009392,18.211622,8.929491,5.418962124,12.0768574
EGY_CHN,2011,2.1240487,8.422982,7.8803573,21.014221,18.23147,8.929491,5.431603844,10.58736321
EGY_CHN,2012,2.0761516,8.633755,7.9344974,21.019012,18.252607,8.929491,6.443186193,11.15311183
EGY_CYP,2007,0.069854796,10.193517,7.242934,13.860012,18.157675,6.3981957,10.58848529,12.9986833
EGY_CYP,2008,-0.08198895,10.349612,7.4192867,13.877276,18.175192,6.3981957,9.979099568,10.94322044
EGY_CYP,2009,-0.6782603,10.474214,7.622922,13.893918,18.192978,6.3981957,10.21408916,12.65223467
EGY_CYP,2010,-1.2051029,10.376794,7.753297,13.909077,18.211622,6.3981957,11.54196299,12.0768574
EGY_CYP,2011,-0.90959805,10.33587,7.8803573,13.922221,18.23147,6.3981957,12.2028945,10.58736321
EGY_CYP,2012,-0.831696,10.380766,7.9344974,13.9331455,18.252607,6.3981957,12.64260627,11.15311183
EGY_DEU,2005,2.8632138,10.438984,6.968854,18.228506,18.121899,8.042884,20.6376232,6.638692966
EGY_DEU,2006,2.862658,10.454397,7.0796223,18.227938,18.139956,8.042884,20.63015568,7.10095422
EGY_DEU,2007,2.860733,10.503638,7.242934,18.22681,18.157675,8.042884,19.81974303,12.9986833
EGY_DEU,2008,3.0158854,10.641006,7.4192867,18.225473,18.175192,8.042884,18.74201724,10.94322044
EGY_DEU,2009,3.1717794,10.729836,7.622922,18.223572,18.192978,8.042884,18.64599842,12.65223467
EGY_DEU,2010,3.2255664,10.63904,7.753297,18.221037,18.211622,8.042884,20.56534216,12.0768574
EGY_DEU,2011,3.3530817,10.640306,7.8803573,18.219505,18.23147,8.042884,19.9060487,10.58736321
EGY_DEU,2012,3.1134562,10.7538595,7.9344974,18.200968,18.252607,8.042884,18.79846252,11.15311183
EGY_DNK,2007,1.931145,10.859518,7.242934,15.508788,18.157675,8.073755,21.66823202,12.9986833
EGY_DNK,2008,2.2680051,10.976561,7.4192867,15.513223,18.175192,8.073755,21.46279774,10.94322044
EGY_DNK,2009,2.425198,11.071658,7.622922,15.519098,18.192978,8.073755,21.59847236,12.65223467
EGY_DNK,2010,2.3731334,10.971009,7.753297,15.524449,18.211622,8.073755,24.27312947,12.0768574
EGY_DNK,2011,2.1169205,10.968912,7.8803573,15.528891,18.23147,8.073755,24.8365201,10.58736321
EGY_DNK,2012,1.9096353,11.030909,7.9344974,15.533009,18.252607,8.073755,24.69269363,11.15311183
EGY_ESP,2009,3.3414376,10.47952,7.622922,17.643154,18.192978,8.1184025,13.77849448,12.65223467
EGY_ESP,2010,3.2365756,10.383875,7.753297,17.652012,18.211622,8.1184025,16.01794909,12.0768574
EGY_ESP,2011,3.128764,10.33321,7.8803573,17.656614,18.23147,8.1184025,16.58628872,10.58736321
EGY_ESP,2012,2.9392483,10.368331,7.9344974,17.660168,18.252607,8.1184025,16.8241551,11.15311183
EGY_FIN,2012,-1.1769826,10.835469,7.9344974,15.499735,18.252607,8.125838,22.65415073,11.15311183
EGY_FRA,2005,3.5207608,10.4264765,6.968854,17.95395,18.121899,8.075649,21.24219272,6.638692966
EGY_FRA,2006,3.6323168,10.456228,7.0796223,17.961489,18.139956,8.075649,21.33410348,7.10095422
EGY_FRA,2007,4.078815,10.503522,7.242934,17.96846,18.157675,8.075649,21.59195867,12.9986833
EGY_FRA,2008,4.3470106,10.633652,7.4192867,17.974648,18.175192,8.075649,21.66630609,10.94322044
EGY_FRA,2009,5.062717,10.721815,7.622922,17.980236,18.192978,8.075649,21.84733836,12.65223467
EGY_FRA,2010,5.009092,10.635264,7.753297,17.98538,18.211622,8.075649,23.70500852,12.0768574
EGY_FRA,2011,4.64181,10.612467,7.8803573,17.99032,18.23147,8.075649,23.67431485,10.58736321
EGY_FRA,2012,4.6283374,10.687178,7.9344974,17.995157,18.252607,8.075649,23.69992941,11.15311183
EGY_HRV,2010,-0.5190053,9.587559,7.753297,15.27533,18.211622,7.6959124,14.99089227,12.0768574
EGY_HRV,2011,-0.7429543,9.542313,7.8803573,15.273062,18.23147,7.6959124,14.87893378,10.58736321
EGY_HRV,2012,-0.64477974,9.5872135,7.9344974,15.2696085,18.252607,7.6959124,15.29753759,11.15311183
EGY_ISR,2008,-0.29235402,10.122394,7.4192867,15.786824,18.175192,6.0025353,10.43524371,10.94322044
EGY_ISR,2009,-1.0900886,10.293774,7.622922,15.804589,18.192978,6.0025353,10.4866367,12.65223467
EGY_ISR,2010,-0.87013286,10.229673,7.753297,15.828492,18.211622,6.0025353,11.18899779,12.0768574
EGY_ITA,2010,4.718849,10.518047,7.753297,17.894663,18.211622,7.6655717,19.81482353,12.0768574
EGY_ITA,2011,4.745099,10.487082,7.8803573,17.89774,18.23147,7.6655717,19.85822498,10.58736321
EGY_ITA,2012,4.5990086,10.554111,7.9344974,17.899458,18.252607,7.6655717,19.77946345,11.15311183
EGY_NLD,2005,3.4852378,10.605654,6.968854,16.605556,18.121899,8.096934,15.48803482,6.638692966
EGY_NLD,2006,3.5436015,10.644926,7.0796223,16.607893,18.139956,8.096934,15.06853542,7.10095422
EGY_NLD,2007,2.2121542,10.711376,7.242934,16.6095,18.157675,8.096934,14.69123046,12.9986833
EGY_NLD,2008,2.2015643,10.85386,7.4192867,16.611675,18.175192,8.096934,14.41994929,10.94322044
EGY_NLD,2009,1.8415129,10.9620495,7.622922,16.615568,18.192978,8.096934,14.72733228,12.65223467
EGY_NLD,2010,1.9633492,10.868835,7.753297,16.62071,18.211622,8.096934,16.38206139,12.0768574
EGY_NLD,2011,1.8064203,10.838601,7.8803573,16.62584,18.23147,8.096934,16.74674235,10.58736321
EGY_NLD,2012,1.8999337,10.899686,7.9344974,16.630505,18.252607,8.096934,16.74997963,11.15311183
EGY_NOR,2005,-0.26511016,10.960762,6.968854,15.339807,18.121899,8.205406,17.18542454,6.638692966
EGY_NOR,2006,-0.081676945,11.10909,7.0796223,15.346618,18.139956,8.205406,15.96301751,7.10095422
EGY_NOR,2007,0.4439459,11.213369,7.242934,15.3546715,18.157675,8.205406,15.138222,12.9986833
EGY_NOR,2008,-0.24590309,11.352415,7.4192867,15.365019,18.175192,8.205406,15.20276679,10.94322044
EGY_NOR,2009,-0.1604268,11.482548,7.622922,15.377482,18.192978,8.205406,14.97040395,12.65223467
EGY_NOR,2010,1.0278865,11.290621,7.753297,15.390093,18.211622,8.205406,17.57294141,12.0768574
EGY_NOR,2011,-0.16006939,11.382478,7.8803573,15.40255,18.23147,8.205406,17.38817977,10.58736321
EGY_NOR,2012,-0.4723901,11.520013,7.9344974,15.415522,18.252607,8.205406,17.17232632,11.15311183
